"trend","designer","score","filename"
"print on print","nachiket barve","1","print on print_nachiket barve at 757B7944.jpg"
"print on print","Shivangi Sahni","1","print on print_Shivangi Sahni at LFW WF 2015 (16).jpg"
"print on print","Sidhartha Bansal","1","print on print_Sidhartha Bansal at LFW WF 2015 (1).jpg"
"print on print","Sidhartha Bansal","1","print on print_Sidhartha Bansal at LFW WF 2015 (3).jpg"
"print on print","Swati & Sunaina","1","print on print_Swati & Sunaina at LFW WF 2015  (17).jpg"
"print on print","Swati Vijaivargie","1","print on print_Swati Vijaivargie at LFW WF 2015 (17).jpg"
"print on print","Swati Vijaivargie","1","print on print_Swati Vijaivargie at LFW WF 2015 (20).jpg"
"print on print","Vrisa by Rahul N Shikha","1","print on print_Vrisa by Rahul N Shikha at LFW WF 2015 (26).jpg"
"print on print","Vrisa by Rahul N Shikha","1","print on print_Vrisa by Rahul N Shikha at LFW WF 2015 (7).jpg"
"psychedelic","Ajay Kumar","1","psychedelic_Ajay Kumar at LFW WF 2015 (12).jpg"
"psychedelic","nachiket barve","1","psychedelic_nachiket barve at 757B7749.jpg"
"psychedelic","Salita Nanda","1","psychedelic_Salita Nanda at LFW WF 2015 (10).jpg"
"psychedelic","Sidhartha Bansal","1","psychedelic_Sidhartha Bansal at LFW WF 2015 (11).jpg"
"psychedelic","Sidhartha Bansal","1","psychedelic_Sidhartha Bansal at LFW WF 2015 (6).jpg"
"seventies","Divya Sheth","1","seventies_Divya Sheth at LFW WF 2015 (9).jpg"
"seventies","JODI","1","seventies_JODI at LFW WF 2015 (5).jpg"
"seventies","Myoho","1","seventies_Myoho at LFW WF 2015 (20).jpg"
"seventies","Vrisa by Rahul N Shikha","1","seventies_Vrisa by Rahul N Shikha at LFW WF 2015 (2).jpg"
"seventies","Vrisa by Rahul N Shikha","1","seventies_Vrisa by Rahul N Shikha at LFW WF 2015 (21).jpg"
"seventies","Vrisa by Rahul N Shikha","1","seventies_Vrisa by Rahul N Shikha at LFW WF 2015 (4).jpg"
"seventies","Vrisa by Rahul N Shikha","1","seventies_Vrisa by Rahul N Shikha at LFW WF 2015 (5).jpg"
"sheer","anushree reddy","1","sheer_anushree reddy at 757B5612.jpg"
"sheer","Divya Sheth","1","sheer_Divya Sheth at LFW WF 2015 (16).jpg"
"sheer","Jabong presents Bugatti","1","sheer_Jabong presents Bugatti at LFW WF 15 (24).jpg"
"sheer","Kanika Goyal","1","sheer_Kanika Goyal at LFW WF 15 (9).jpg"
"sheer","Khem by Prem Kumar","1","sheer_Khem by Prem Kumar at LFW WF 2015 (5).jpg"
"sheer","Myoho","1","sheer_Myoho at LFW WF 2015 (10).jpg"
"sheer","nachiket barve","1","sheer_nachiket barve at 757B8053.jpg"
"sheer","nachiket barve","1","sheer_nachiket barve at 757B8073.jpg"
"sheer","narendra kumar","1","sheer_narendra kumar at 757B5469.jpg"
"sheer","nikhil thampi","1","sheer_nikhil thampi at _757B1070.jpg"
"sheer","nikhil thampi","1","sheer_nikhil thampi at _757B1197.jpg"
"sheer","payal singhal","1","sheer_payal singhal at 757B1902.jpg"
"sheer","payal singhal","1","sheer_payal singhal at _757B1674.jpg"
"sheer","Pella","1","sheer_Pella at Lakme Fashion Week WF 2015 (7).jpg"
"sheer","Priyam Narayan","1","sheer_Priyam Narayan at LFW WF 15 (14).jpg"
"sheer","Rara Avis","1","sheer_Rara Avis at LFW WF 2015 (16).jpg"
"sheer","ridhi mehra","1","sheer_ridhi mehra at 757B6566.jpg"
"sheer","Ritu Kumar","1","sheer_Ritu Kumar at LFW WF 2015 (3).jpg"
"sports luxe","baggit by little shilpa","1","sports luxe_baggit by little shilpa at lakme.jpg"
"sports luxe","Charchita Bafna","1","sports luxe_Charchita Bafna at LFW WF 2015 (15).jpg"
"sports luxe","ILK","1","sports luxe_ILK at LFW WF 2015 (15).jpg"
"sports luxe","ILK","1","sports luxe_ILK at LFW WF 2015 (17).jpg"
"sports luxe","ILK","1","sports luxe_ILK at LFW WF 2015 (24).jpg"
"sports luxe","Kanika Goyal","1","sports luxe_Kanika Goyal at LFW WF 15 (11).jpg"
"sports luxe","Miuniku","1","sports luxe_Miuniku at LFW WF 2015 (15).jpg"
"sports luxe","Rara Avis","1","sports luxe_Rara Avis at LFW WF 2015 (14).jpg"
"sports luxe","Sidhartha Bansal","1","sports luxe_Sidhartha Bansal at LFW WF 2015 (13) copy.jpg"
"statement accessories","am pm","1","statement accessories_am pm at 757B6603.jpg"
"statement accessories","Amalraj Sengupta","1","statement accessories_Amalraj Sengupta at LFW WF 2015 (11).jpg"
"statement accessories","Amalraj Sengupta","1","statement accessories_Amalraj Sengupta at LFW WF 2015 (4).jpg"
"statement accessories","Chiria","1","statement accessories_Chiria at LFW WF 2015 (10).jpg"
"statement accessories","Chiria","1","statement accessories_Chiria at LFW WF 2015 (12).jpg"
"statement accessories","Chiria","1","statement accessories_Chiria at LFW WF 2015 (21).jpg"
"statement accessories","Chiria","1","statement accessories_Chiria at LFW WF 2015 (24).jpg"
"statement accessories","Chiria","1","statement accessories_Chiria at LFW WF 2015 (26).jpg"
"statement accessories","Chiria","1","statement accessories_Chiria at LFW WF 2015 (4).jpg"
"statement accessories","Divya Sheth","1","statement accessories_Divya Sheth at LFW WF 2015 (11).jpg"
"statement accessories","Divya Sheth","1","statement accessories_Divya Sheth at LFW WF 2015 (4).jpg"
"statement accessories","Gaurang","1","statement accessories_Gaurang at LFW WF 2015 (36).jpg"
"statement accessories","Gaurang","1","statement accessories_Gaurang at LFW WF 2015 (5).jpg"
"statement accessories","JODI","1","statement accessories_JODI at LFW WF 2015 (12).jpg"
"statement accessories","JODI","1","statement accessories_JODI at LFW WF 2015 (17).jpg"
"statement accessories","Ka-Sha","1","statement accessories_Ka-Sha at LFW WF 2015 (13).jpg"
"statement accessories","masaba","1","statement accessories_masaba at 757B1809.jpg"
"statement accessories","Mayank and Shraddha","1","statement accessories_Mayank and Shraddha at LFW WF 15 (11).jpg"
"statement accessories","Mrinalini Chandra","1","statement accessories_Mrinalini Chandra at LFW WF 2015 (1).jpg"
"statement accessories","Mrinalini Chandra","1","statement accessories_Mrinalini Chandra at LFW WF 2015 (12).jpg"
"statement accessories","Mrinalini Chandra","1","statement accessories_Mrinalini Chandra at LFW WF 2015 (16).jpg"
"statement accessories","Mrinalini Chandra","1","statement accessories_Mrinalini Chandra at LFW WF 2015 (22).jpg"
"statement accessories","Mrinalini Chandra","1","statement accessories_Mrinalini Chandra at LFW WF 2015 (26).jpg"
"statement accessories","Mrinalini Chandra","1","statement accessories_Mrinalini Chandra at LFW WF 2015 (4).jpg"
"statement accessories","Nitya Arora","1","statement accessories_Nitya Arora at LFW WF 2015 (21).jpg"
"statement accessories","Nitya Arora","1","statement accessories_Nitya Arora at LFW WF 2015 (35).jpg"
"statement accessories","Nitya Arora","1","statement accessories_Nitya Arora at LFW WF 2015 (6).jpg"
"statement accessories","Rara Avis","1","statement accessories_Rara Avis at LFW WF 2015 (3).jpg"
"statement accessories","Ritu Kumar","1","statement accessories_Ritu Kumar at LFW WF 2015 (32).jpg"
"statement accessories","Swati & Sunaina","1","statement accessories_Swati & Sunaina at LFW WF 2015  (5).jpg"
"statement accessories","Swati Vijaivargie","1","statement accessories_Swati Vijaivargie at LFW WF 2015 (18).jpg"
"statement accessories","Swati Vijaivargie","1","statement accessories_Swati Vijaivargie at LFW WF 2015 (6).jpg"
"statement accessories","Vrisa by Rahul N Shikha","1","statement accessories_Vrisa by Rahul N Shikha at LFW WF 2015 (27).jpg"
"texture play","Anita Dongre","1","texture play_Anita Dongre at LFW WF 2015 (5).jpg"
"texture play","Huemn","1","texture play_Huemn at LFW WF 2015 (10).jpg"
"texture play","Huemn","1","texture play_Huemn at LFW WF 2015 (16).jpg"
"texture play","Huemn","1","texture play_Huemn at LFW WF 2015 (6).jpg"
"texture play","Huemn","1","texture play_Huemn at LFW WF 2015 (8).jpg"
"texture play","Kanika Goyal","1","texture play_Kanika Goyal at LFW WF 15 (22).jpg"
"texture play","Khem by Prem Kumar","1","texture play_Khem by Prem Kumar at LFW WF 2015 (16).jpg"
"texture play","Khem by Prem Kumar","1","texture play_Khem by Prem Kumar at LFW WF 2015 (7).jpg"
"texture play","Myoho","1","texture play_Myoho at LFW WF 2015 (15).jpg"
"texture play","nachiket barve","1","texture play_nachiket barve at 757B7919.jpg"
"texture play","nikhil thampi","1","texture play_nikhil thampi at _757B1189.jpg"
"texture play","Ritu Kumar","1","texture play_Ritu Kumar at LFW WF 2015 (5).jpg"
"texture play","Swati Vijaivargie","1","texture play_Swati Vijaivargie at LFW WF 2015 (10).jpg"
"typography","dhruv kapoor","1","typography_dhruv kapoor at 757B5939.jpg"
"typography","ILK","1","typography_ILK at LFW WF 2015 (8).jpg"
"typography","Ishita Mangal","1","typography_Ishita Mangal at LFW WF 2015 (9).jpg"
"typography","Kanika Goyal","1","typography_Kanika Goyal at LFW WF 15 (6).jpg"
"typography","Mrinalini Chandra","1","typography_Mrinalini Chandra at LFW WF 2015 (3).jpg"
"typography","Mrinalini Chandra","1","typography_Mrinalini Chandra at LFW WF 2015 (7).jpg"
"typography","Quirk Box","1","typography_Quirk Box at LFW WF 2015 (25).jpg"
"typography","Rouka","1","typography_Rouka at LFW WF 2015 (13).jpg"
"typography","Rouka","1","typography_Rouka at LFW WF 2015 (2).jpg"
"typography","Rouka","1","typography_Rouka at LFW WF 2015 (21).jpg"
"wide pants","am pm","1","wide pants_am pm at 757B7093.jpg"
"wide pants","Anita Dongre","1","wide pants_Anita Dongre at LFW WF 2015 (10).jpg"
"wide pants","Anita Dongre","1","wide pants_Anita Dongre at LFW WF 2015 (15).jpg"
"wide pants","Arpita Mehta","1","wide pants_Arpita Mehta at LFW WF 2015 (5).jpg"
"wide pants","Arunima Majhi","1","wide pants_Arunima Majhi at LFW WF 15 (16).jpg"
"wide pants","ILK","1","wide pants_ILK at LFW WF 2015 (25).jpg"
"wide pants","Ishita Mangal","1","wide pants_Ishita Mangal at LFW WF 2015 (2).jpg"
"wide pants","Ishita Mangal","1","wide pants_Ishita Mangal at LFW WF 2015 (3).jpg"
"wide pants","JODI","1","wide pants_JODI at LFW WF 2015 (3).jpg"
"wide pants","Monisha Jaising","1","wide pants_Monisha Jaising at LFW WF 2015 (7).jpg"
"wide pants","Neeta Lulla for Lakme Salon Bridal Show","1","wide pants_Neeta Lulla for Lakme Salon Bridal Show at Lakme Fashion Week WF 2015  (13).jpg"
"wide pants","payal singhal","1","wide pants_payal singhal at _757B1601.jpg"
"wide pants","payal singhal","1","wide pants_payal singhal at _757B1866.jpg"
"wide pants","ridhi mehra","1","wide pants_ridhi mehra at 757B6529.jpg"
"wide pants","Rinku Sobti","1","wide pants_Rinku Sobti at LFW WF 2015  (11).jpg"
"wide pants","rishta by arjun saluja","1","wide pants_rishta by arjun saluja at 757B7337.jpg"
"workwear","Arunima Majhi","1","workwear_Arunima Majhi at LFW WF 15 (24).jpg"
"workwear","Kaleekal","1","workwear_Kaleekal at LFW WF 15 (21).jpg"
"workwear","Khem by Prem Kumar","1","workwear_Khem by Prem Kumar at LFW WF 2015 (14).jpg"
"workwear","Munkhee.See.Munkee Doo","1","workwear_Munkhee.See.Munkee Doo at LFW WF 2015  (2).jpg"
"workwear","Munkhee.See.Munkee Doo","1","workwear_Munkhee.See.Munkee Doo at LFW WF 2015  (5).jpg"
"workwear","Rara Avis","1","workwear_Rara Avis at LFW WF 2015 (2).jpg"
"workwear","Rara Avis","1","workwear_Rara Avis at LFW WF 2015 (7).jpg"
"workwear","Rinku Sobti","1","workwear_Rinku Sobti at LFW WF 2015  (20).jpg"
"workwear","rishta by arjun saluja","1","workwear_rishta by arjun saluja at 757B7377.jpg"
